Gene_length	Strand	Gene_name	Ensembl_gene	Gene_biotype
544	-	AC105402.1	ENSG00000226340	processed_pseudogene
326	+	HSPE1P22	ENSG00000237306	processed_pseudogene
949	-	OR13C6P	ENSG00000179443	unprocessed_pseudogene
779	+	NTM-IT	ENSG00000238262	sense_intronic
21246	+	DUSP19	ENSG00000162999	protein_coding
17322	-	ITGA2B	ENSG00000005961	protein_coding
35703	-	SETD4	ENSG00000185917	protein_coding
394	-	ORAOV1P1	ENSG00000251008	processed_pseudogene
61	+	RNU7-171P	ENSG00000238406	snRNA
106	+	RNU6-482P	ENSG00000212370	snRNA
1448	+	AC015802.1	ENSG00000267078	antisense_RNA
22117	+	MUM1	ENSG00000160953	protein_coding
33623	+	AC007038.1	ENSG00000229127	antisense_RNA
60655	+	MADD	ENSG00000110514	protein_coding
503007	+	DNAH14	ENSG00000185842	protein_coding
2627	+	VN1R2	ENSG00000196131	protein_coding
320	-	AC017104.2	ENSG00000230047	processed_pseudogene
1443	+	AC097110.1	ENSG00000251527	lincRNA
43748	+	ANKRD20A4	ENSG00000172014	protein_coding
3503	+	AC010163.2	ENSG00000230229	lincRNA
542	+	AC108125.1	ENSG00000273659	lincRNA
103	-	RNU6-695P	ENSG00000212459	snRNA
322800	+	SHISA6	ENSG00000188803	protein_coding
106	-	RNU6-79P	ENSG00000199381	snRNA
582	-	HMGB3P9	ENSG00000229992	processed_pseudogene
17379	-	AC007731.5	ENSG00000277971	protein_coding
11652	+	AC117377.1	ENSG00000258039	antisense_RNA
42961	+	ACER2	ENSG00000177076	protein_coding
17236	+	OSTC	ENSG00000198856	protein_coding
118	-	RNA5SP232	ENSG00000201014	rRNA
29730	+	HRASLS	ENSG00000127252	protein_coding
132957	-	NTN4	ENSG00000074527	protein_coding
63171	+	AC096639.1	ENSG00000228255	lincRNA
6203	+	GAS2L1	ENSG00000185340	protein_coding
48097	-	SLC9B1P3	ENSG00000233867	unprocessed_pseudogene
27678	+	ULK4P2	ENSG00000260128	transcribed_unprocessed_pseudogene
1375	+	ST13P20	ENSG00000215875	transcribed_processed_pseudogene
96652	+	MPPED1	ENSG00000186732	protein_coding
1798	-	AL691449.1	ENSG00000233268	processed_pseudogene
511	-	TRGV10	ENSG00000211694	TR_V_gene
15943	-	CD164	ENSG00000135535	protein_coding
24124	-	BSPH1	ENSG00000188334	protein_coding
1301	-	OST4	ENSG00000228474	protein_coding
105883	-	EPSTI1	ENSG00000133106	protein_coding
128001	-	ATP6V1H	ENSG00000047249	protein_coding
38298	+	HOXC6	ENSG00000197757	protein_coding
297	-	RN7SL432P	ENSG00000242769	misc_RNA
1686	-	TAS2R30	ENSG00000256188	protein_coding
2159	+	UBBP4	ENSG00000263563	transcribed_unprocessed_pseudogene
80941	+	THRAP3	ENSG00000054118	protein_coding
329	-	AC018638.1	ENSG00000229413	processed_pseudogene
1527	+	MTCO1P11	ENSG00000224083	unprocessed_pseudogene
495	-	AP000435.1	ENSG00000255333	processed_pseudogene
5261	+	AL359273.1	ENSG00000249237	transcribed_unitary_pseudogene
46798	+	ANKDD1A	ENSG00000166839	protein_coding
290990	+	TNRC6B	ENSG00000100354	protein_coding
446	+	AL121895.2	ENSG00000278035	lincRNA
177738	+	DMXL1	ENSG00000172869	protein_coding
14927	-	CXCL12	ENSG00000107562	protein_coding
553	+	AC021660.1	ENSG00000240827	processed_pseudogene
12493	-	AL359258.1	ENSG00000238122	lincRNA
19318	-	AC068658.1	ENSG00000250603	lincRNA
132776	-	LPA	ENSG00000198670	protein_coding
783	+	AC073387.2	ENSG00000271368	processed_pseudogene
104923	+	SPRED1	ENSG00000166068	protein_coding
296	+	AC114801.1	ENSG00000248128	processed_pseudogene
79	-	MIR4647	ENSG00000284427	miRNA
29710	-	ATOX1	ENSG00000177556	protein_coding
69	-	SNORD30	ENSG00000277846	snoRNA
91	+	Y_RNA	ENSG00000252820	misc_RNA
111	-	RNA5SP376	ENSG00000212251	rRNA
10729	-	FAM86B2	ENSG00000145002	protein_coding
1449	-	LINC02038	ENSG00000229155	lincRNA
393	-	AL139156.3	ENSG00000236004	processed_pseudogene
15031	+	AC084024.3	ENSG00000253356	antisense_RNA
658	-	MYO16-AS2	ENSG00000229938	antisense_RNA
279	+	AL050343.2	ENSG00000272175	antisense_RNA
101	+	Y_RNA	ENSG00000199913	misc_RNA
1028	+	TAAR8	ENSG00000146385	protein_coding
109	-	Y_RNA	ENSG00000200298	misc_RNA
137474	-	INO80	ENSG00000128908	protein_coding
590	+	AC095041.1	ENSG00000241877	processed_pseudogene
288	+	AL158828.1	ENSG00000235819	lincRNA
6907	+	RPS6KB2	ENSG00000175634	protein_coding
284	+	UBE2V1P11	ENSG00000231124	processed_pseudogene
2282	-	NPTN-IT1	ENSG00000281183	sense_intronic
5394	+	LINC01988	ENSG00000283036	lincRNA
17876	-	DUSP8	ENSG00000184545	protein_coding
299	-	AC104027.1	ENSG00000253993	processed_pseudogene
81	+	MIR5701-2	ENSG00000277841	miRNA
723	+	AC027243.2	ENSG00000270036	lincRNA
577	-	AC017076.1	ENSG00000271947	lincRNA
123	-	SNORA70	ENSG00000252969	snoRNA
777	+	RPS3AP53	ENSG00000227578	processed_pseudogene
58305	+	SUN1	ENSG00000164828	protein_coding
4959	-	SLC25A15P1	ENSG00000227629	unprocessed_pseudogene
90	-	MIR4436B1	ENSG00000264979	miRNA
10313	-	RBM22	ENSG00000086589	protein_coding
448	+	TRAV8-3	ENSG00000211787	TR_V_gene
395	-	LLPHP2	ENSG00000235514	processed_pseudogene
18680	-	MLF2	ENSG00000089693	protein_coding
293	+	RN7SL598P	ENSG00000243700	misc_RNA
112	-	Y_RNA	ENSG00000202141	misc_RNA
365	-	NDUFB4P6	ENSG00000235258	processed_pseudogene
122984	+	AC003666.1	ENSG00000227042	lincRNA
1707	-	AL355974.1	ENSG00000274331	lincRNA
294	-	RN7SL823P	ENSG00000263595	misc_RNA
49008	-	CCDC173	ENSG00000154479	protein_coding
27911	-	AC013640.1	ENSG00000261191	antisense_RNA
37585	-	DHCR24	ENSG00000116133	protein_coding
11877	+	CXCL6	ENSG00000124875	protein_coding
79548	+	RLF	ENSG00000117000	protein_coding
458	+	SAP18P2	ENSG00000223873	processed_pseudogene
19787	+	MPHOSPH10	ENSG00000124383	protein_coding
23016	-	AC117386.1	ENSG00000241048	lincRNA
85	+	MIR6500	ENSG00000275816	miRNA
297	-	RN7SL475P	ENSG00000265535	misc_RNA
51295	-	LPXN	ENSG00000110031	protein_coding
3774	-	CU634019.5	ENSG00000279477	unprocessed_pseudogene
585	-	AC004825.1	ENSG00000258431	processed_pseudogene
8133	-	DUS1L	ENSG00000169718	protein_coding
68	-	MIR4735	ENSG00000265986	miRNA
19152	+	LINC01445	ENSG00000231427	lincRNA
97471	+	AP002856.2	ENSG00000231698	lincRNA
353	+	AC133965.1	ENSG00000225933	processed_pseudogene
147717	+	PLB1	ENSG00000163803	protein_coding
978	-	LAPTM4BP1	ENSG00000237008	processed_pseudogene
1615	-	TEX47	ENSG00000164645	protein_coding
100	-	Y_RNA	ENSG00000201498	misc_RNA
141441	-	XRRA1	ENSG00000166435	protein_coding
541	+	AC013244.1	ENSG00000271018	processed_pseudogene
385	-	AL021407.1	ENSG00000217078	processed_pseudogene
9711	-	AC243725.1	ENSG00000283566	unprocessed_pseudogene
30512	+	UPRT	ENSG00000094841	protein_coding
23124	+	ADSSL1	ENSG00000185100	protein_coding
19178	+	SKA1	ENSG00000154839	protein_coding
400	+	AC018634.1	ENSG00000225314	processed_pseudogene
3714	-	AC106820.5	ENSG00000260874	lincRNA
11168	-	RNFT1P3	ENSG00000187870	unprocessed_pseudogene
4356	-	AL513285.1	ENSG00000226208	lincRNA
1226	+	AC063952.2	ENSG00000240882	processed_pseudogene
354	-	AC005261.5	ENSG00000268723	processed_pseudogene
4179	+	SIX3	ENSG00000138083	protein_coding
29701	-	CCDC168	ENSG00000175820	protein_coding
9365	+	POLR3D	ENSG00000168495	protein_coding
715823	-	ULK4	ENSG00000168038	protein_coding
26728	-	AC015771.1	ENSG00000254594	lincRNA
28991	-	C19orf47	ENSG00000160392	protein_coding
36674	+	NR4A1	ENSG00000123358	protein_coding
60747	+	AC008250.1	ENSG00000257022	antisense_RNA
36424	+	AC022384.1	ENSG00000272410	protein_coding
29112	+	ZNF862	ENSG00000106479	protein_coding
215	-	U3	ENSG00000277754	snoRNA
2602	-	AC099786.2	ENSG00000224149	antisense_RNA
628	-	AL390058.1	ENSG00000271290	processed_pseudogene
8966	+	AMY2A	ENSG00000243480	protein_coding
329	+	CSNK1A1P3	ENSG00000250162	processed_pseudogene
2130	-	TMEM185B	ENSG00000226479	protein_coding
1112	+	AC095055.1	ENSG00000270681	antisense_RNA
5847	-	AC082650.1	ENSG00000250193	lincRNA
52078	-	TXLNB	ENSG00000164440	protein_coding
1020	-	AC087641.1	ENSG00000258611	transcribed_processed_pseudogene
4180	+	AC019270.1	ENSG00000253932	antisense_RNA
211921	-	AC138123.2	ENSG00000257322	antisense_RNA
2453	-	HSP90AB7P	ENSG00000235838	processed_pseudogene
1157	-	AC079395.3	ENSG00000275094	unprocessed_pseudogene
5431	-	AC022075.3	ENSG00000256288	lincRNA
1763	+	AC074029.1	ENSG00000257848	processed_pseudogene
108049	-	ITGA9-AS1	ENSG00000235257	processed_transcript
206335	+	CCDC60	ENSG00000183273	protein_coding
28541	-	AL021026.1	ENSG00000225243	antisense_RNA
8569	+	PLCH1-AS1	ENSG00000239508	antisense_RNA
11267	-	AC074254.1	ENSG00000251176	lincRNA
812	-	SETP3	ENSG00000266648	processed_pseudogene
170	+	AC022145.2	ENSG00000269458	unprocessed_pseudogene
9769	-	P2RX6P	ENSG00000206145	transcribed_unprocessed_pseudogene
6300	-	TIMP4	ENSG00000157150	protein_coding
5136	+	XAGE1A	ENSG00000204379	protein_coding
4031	-	AC073111.1	ENSG00000239377	antisense_RNA
7291	+	AC012363.2	ENSG00000235840	lincRNA
8745	-	IPO4	ENSG00000196497	protein_coding
33699	+	ZNF567	ENSG00000189042	protein_coding
1652	+	RARSP1	ENSG00000257037	processed_pseudogene
609	+	PGBD4P6	ENSG00000226064	processed_pseudogene
525	+	BTF3P8	ENSG00000236813	processed_pseudogene
134	-	AL645939.4	ENSG00000270896	processed_pseudogene
38039	+	CERS3-AS1	ENSG00000259430	antisense_RNA
3256	+	HOXC8	ENSG00000037965	protein_coding
101	+	Y_RNA	ENSG00000265889	misc_RNA
17165	-	AC034238.1	ENSG00000240535	processed_transcript
1369	-	FO082842.1	ENSG00000229090	processed_pseudogene
155	+	AC116337.2	ENSG00000239517	processed_pseudogene
804	-	RPL7AP25	ENSG00000235294	processed_pseudogene
17213	+	LINC00929	ENSG00000259150	lincRNA
294	+	RN7SL320P	ENSG00000243900	misc_RNA
7253	-	AC008708.2	ENSG00000254187	antisense_RNA
1969	+	AL023653.1	ENSG00000240143	3prime_overlapping_ncRNA
58	+	TRDJ3	ENSG00000211828	TR_J_gene
5264	+	B3GNT4	ENSG00000176383	protein_coding
81	+	SNORD115-33	ENSG00000200593	snoRNA
19728	+	MS4A15	ENSG00000166961	protein_coding
718	-	AL357078.2	ENSG00000235804	processed_pseudogene
1794	-	XRCC6P5	ENSG00000215070	processed_pseudogene
2742	+	ZBTB11-AS1	ENSG00000256628	antisense_RNA
192	-	AC004022.2	ENSG00000237160	processed_pseudogene
4048	+	AL021920.1	ENSG00000279151	lincRNA
4889	-	N4BP2L2-IT2	ENSG00000281026	sense_intronic
131	+	RNA5SP404	ENSG00000252927	rRNA
100012	-	CEP70	ENSG00000114107	protein_coding
568	+	AP000676.3	ENSG00000279793	TEC
56311	+	PLEKHH1	ENSG00000054690	protein_coding
6853	-	AL009181.1	ENSG00000233427	antisense_RNA
39392	-	C9orf153	ENSG00000187753	protein_coding
1607	+	ERICH4	ENSG00000204978	protein_coding
42538	-	ECM2	ENSG00000106823	protein_coding
17344	+	AC104261.1	ENSG00000259747	lincRNA
1250	-	GOT2P2	ENSG00000230849	processed_pseudogene
1979	+	NRG1-IT3	ENSG00000254049	sense_intronic
807	+	VN1R65P	ENSG00000260883	unitary_pseudogene
1186	+	AC020978.7	ENSG00000262514	sense_intronic
6087	-	AC005523.1	ENSG00000268536	lincRNA
104941	+	CSNK1G3	ENSG00000151292	protein_coding
171	-	AC009969.1	ENSG00000234932	processed_pseudogene
28929	+	SPATA3	ENSG00000173699	protein_coding
584	-	AC018793.3	ENSG00000284306	protein_coding
96	-	RNY4P29	ENSG00000222733	misc_RNA
44246	+	CLEC3A	ENSG00000166509	protein_coding
79	+	MIR3190	ENSG00000265134	miRNA
6725	+	PIFO	ENSG00000173947	protein_coding
93	-	MIR4431	ENSG00000264975	miRNA
13418	+	UNG	ENSG00000076248	protein_coding
3846	+	AC009276.1	ENSG00000224375	lincRNA
182	-	BTG4P1	ENSG00000248156	processed_pseudogene
3877	+	POU3F4	ENSG00000196767	protein_coding
116935	-	SYTL2	ENSG00000137501	protein_coding
1122	-	AC026471.3	ENSG00000260740	antisense_RNA
532	+	ARPC3P2	ENSG00000238137	processed_pseudogene
20614	+	C6orf163	ENSG00000203872	protein_coding
2910	+	AC112196.1	ENSG00000249112	antisense_RNA
3846	+	AL450992.3	ENSG00000240667	unprocessed_pseudogene
655	+	AL359195.1	ENSG00000235858	lincRNA
79	+	RNU6-572P	ENSG00000252533	snRNA
102579	-	ACAD11	ENSG00000240303	protein_coding
52649	-	ABCB9	ENSG00000150967	protein_coding
2525	+	MISP3	ENSG00000141854	protein_coding
458	-	AC013248.2	ENSG00000230897	processed_pseudogene
5876	+	AC026150.1	ENSG00000260693	lincRNA
95498	-	AC068946.1	ENSG00000280537	protein_coding
31128	-	SELE	ENSG00000007908	protein_coding
289	+	RN7SL815P	ENSG00000243359	misc_RNA
257	+	RN7SL250P	ENSG00000244107	misc_RNA
50793	-	KCNK15-AS1	ENSG00000244558	antisense_RNA
66	+	MIR4292	ENSG00000265806	miRNA
22051	+	CENPS-CORT	ENSG00000251503	protein_coding
1929	+	RPL7P58	ENSG00000216938	processed_pseudogene
242	-	AC007318.2	ENSG00000273763	processed_pseudogene
98	-	MIR573	ENSG00000207697	miRNA
108	+	RNA5SP218	ENSG00000200058	rRNA
10753	+	AC114956.2	ENSG00000248554	antisense_RNA
4304	+	RGS1	ENSG00000090104	protein_coding
174	-	AC108019.1	ENSG00000248621	processed_pseudogene
13829	-	LINC00917	ENSG00000168367	lincRNA
23597	-	LEFTY1	ENSG00000243709	protein_coding
221	-	AL020996.3	ENSG00000272478	antisense_RNA
5186	-	AC108676.1	ENSG00000244675	sense_overlapping
88779	-	KIAA2026	ENSG00000183354	protein_coding
142423	+	DENND4C	ENSG00000137145	protein_coding
101	+	Y_RNA	ENSG00000202469	misc_RNA
110123	-	AC004551.1	ENSG00000257452	antisense_RNA
222	+	AL451086.1	ENSG00000270280	processed_pseudogene
180677	-	LCORL	ENSG00000178177	protein_coding
606	-	PDLIM1P2	ENSG00000265881	processed_pseudogene
3419	-	STOML2	ENSG00000165283	protein_coding
96	-	RNA5SP209	ENSG00000223169	rRNA
1752	+	HDAC1P1	ENSG00000234724	processed_pseudogene
1206	+	AL079341.1	ENSG00000217227	processed_pseudogene
771	-	AL139397.2	ENSG00000237708	processed_pseudogene
3165	-	NF1P10	ENSG00000277529	transcribed_unprocessed_pseudogene
527	+	IFNA20P	ENSG00000226393	unprocessed_pseudogene
1353	+	AL589843.2	ENSG00000233820	transcribed_processed_pseudogene
62	+	MIR4692	ENSG00000265064	miRNA
7357	-	NRBP2	ENSG00000185189	protein_coding
91	+	MIR4464	ENSG00000266760	miRNA
2022	+	BOLA3-AS1	ENSG00000225439	antisense_RNA
161	+	RNU2-18P	ENSG00000223156	snRNA
134151	+	RMST	ENSG00000255794	processed_transcript
8170	-	LINC02308	ENSG00000258675	lincRNA
116	+	AC022513.1	ENSG00000279505	TEC
5902	+	SPDYE14P	ENSG00000278807	unprocessed_pseudogene
297	+	RN7SL513P	ENSG00000239821	misc_RNA
947	+	AC129915.3	ENSG00000282692	lincRNA
7090	+	AOC4P	ENSG00000260105	transcribed_unprocessed_pseudogene
77042	+	HNF4A	ENSG00000101076	protein_coding
312	-	IGLCOR22-2	ENSG00000271093	IG_C_pseudogene
872	-	AC020913.2	ENSG00000269480	antisense_RNA
597	+	FO393414.2	ENSG00000217483	processed_pseudogene
2092	-	AC100823.1	ENSG00000237061	sense_intronic
47172	-	SEC11A	ENSG00000140612	protein_coding
80301	+	PTGFRN	ENSG00000134247	protein_coding
147	-	AP003357.1	ENSG00000270682	processed_pseudogene
578	-	RPS7P6	ENSG00000215278	processed_pseudogene
1268	+	DUX4L23	ENSG00000276964	unprocessed_pseudogene
55366	+	AC015971.1	ENSG00000228363	antisense_RNA
3944	-	AP002008.3	ENSG00000255428	sense_intronic
16380	+	AL132780.2	ENSG00000258457	antisense_RNA
3106	+	AC087783.1	ENSG00000255427	lincRNA
457	+	RPS18P1	ENSG00000225831	processed_pseudogene
198	+	Z82198.3	ENSG00000233632	processed_pseudogene
494	+	BTF3P10	ENSG00000231120	processed_pseudogene
7242	+	AC092652.3	ENSG00000283994	sense_intronic
440	+	AC073069.1	ENSG00000237260	processed_pseudogene
7250	-	C2-AS1	ENSG00000281756	antisense_RNA
179895	+	RFX4	ENSG00000111783	protein_coding
1616	+	ERVFRD-3	ENSG00000264801	transcribed_processed_pseudogene
642	-	AC114402.2	ENSG00000227417	processed_pseudogene
10741	-	AC010096.1	ENSG00000234597	lincRNA
237	+	AC091959.1	ENSG00000239317	processed_pseudogene
12511	+	ZBTB32	ENSG00000011590	protein_coding
5155	-	AC048338.2	ENSG00000280389	TEC
5012	-	LINC00315	ENSG00000184274	lincRNA
1359	+	BGLAP	ENSG00000242252	protein_coding
21212	-	NFYB	ENSG00000120837	protein_coding
3284	-	AC027237.2	ENSG00000259215	lincRNA
3320	+	ZCCHC18	ENSG00000166707	protein_coding
53996	+	GYG2	ENSG00000056998	protein_coding
3129	-	MRPS17P1	ENSG00000268949	processed_pseudogene
1804	+	AC009812.4	ENSG00000260317	lincRNA
19676	-	PRDM14	ENSG00000147596	protein_coding
19376	-	AC010643.1	ENSG00000268686	antisense_RNA
7110	+	SHROOM2P1	ENSG00000226863	unprocessed_pseudogene
163	+	RNVU1-14	ENSG00000207501	snRNA
1190	-	RBMXP1	ENSG00000216835	processed_pseudogene
26108	+	DENND6A-AS1	ENSG00000239801	antisense_RNA
105832	-	GNB1	ENSG00000078369	protein_coding
8218	+	LINC01123	ENSG00000204588	lincRNA
109	+	RNA5SP152	ENSG00000202054	rRNA
453	+	AC097504.2	ENSG00000272632	lincRNA
1242	-	AC104619.2	ENSG00000249847	lincRNA
36981	-	PPP2R3C	ENSG00000092020	protein_coding
704	+	AL135818.2	ENSG00000260810	lincRNA
10857	-	AC009269.4	ENSG00000259624	antisense_RNA
863	-	RPL6P24	ENSG00000227474	processed_pseudogene
179	+	PRR20FP	ENSG00000271140	unprocessed_pseudogene
294	-	TIMM8AP1	ENSG00000231445	processed_pseudogene
1121	+	TRIM60P18	ENSG00000227986	unprocessed_pseudogene
2500	+	AL928654.5	ENSG00000279495	TEC
327	-	AC135048.3	ENSG00000275263	lincRNA
44978	-	RIMS3	ENSG00000117016	protein_coding
5153	+	C6orf48	ENSG00000204387	protein_coding
7225	-	AC020892.2	ENSG00000259296	antisense_RNA
938	-	OR5BB1P	ENSG00000198261	unprocessed_pseudogene
7412	-	AC110767.1	ENSG00000249441	lincRNA
5452	-	LINC01553	ENSG00000235931	lincRNA
209	+	AC090625.1	ENSG00000215380	processed_pseudogene
63172	-	ABCA6	ENSG00000154262	protein_coding
16637	+	SELENOO	ENSG00000073169	protein_coding
134	+	SNORA31	ENSG00000252096	snoRNA
7938	-	NR1D1	ENSG00000126368	protein_coding
106	+	RNU6-434P	ENSG00000207104	snRNA
20813	+	UBE2B	ENSG00000119048	protein_coding
1902	+	AL353763.2	ENSG00000280077	TEC
191	-	AC027309.2	ENSG00000253683	processed_pseudogene
13700	-	NEURL4	ENSG00000215041	protein_coding
791	+	MTCL1P1	ENSG00000226554	processed_pseudogene
217164	+	EHMT1	ENSG00000181090	protein_coding
101	-	Y_RNA	ENSG00000201788	misc_RNA
100	+	Y_RNA	ENSG00000200164	misc_RNA
334	+	RPS26P30	ENSG00000234839	processed_pseudogene
20379	-	AC110079.2	ENSG00000281731	lincRNA
1011	-	OR7E7P	ENSG00000238228	unprocessed_pseudogene
34043	+	DARS2	ENSG00000117593	protein_coding
1606	+	C20orf187	ENSG00000125899	lincRNA
15124	-	JOSD1	ENSG00000100221	protein_coding
21028	+	NPIPB8	ENSG00000255524	protein_coding
6076	+	MYOSLID	ENSG00000229647	lincRNA
15526	+	WEE1	ENSG00000166483	protein_coding
5915	-	LMNTD2	ENSG00000185522	protein_coding
37405	-	RASAL1	ENSG00000111344	protein_coding
114	-	RNU5B-3P	ENSG00000252410	snRNA
677	+	PDSS1P2	ENSG00000224637	unprocessed_pseudogene
7900	-	DAXX	ENSG00000204209	protein_coding
4574	+	FAM122A	ENSG00000187866	protein_coding
411	-	AC008837.1	ENSG00000248236	processed_pseudogene
10976	-	OTP	ENSG00000171540	protein_coding
5972	+	LINC01118	ENSG00000222005	lincRNA
106	+	RNU6-648P	ENSG00000222122	snRNA
4177	+	AC069213.1	ENSG00000223711	antisense_RNA
120635	+	KIZ	ENSG00000088970	protein_coding
4062	+	AC022039.1	ENSG00000254575	antisense_RNA
4267	-	AD001527.1	ENSG00000270760	antisense_RNA
2606	+	ZNF969P	ENSG00000251046	processed_pseudogene
313	-	Metazoa_SRP	ENSG00000276735	misc_RNA
30613	-	PEG3	ENSG00000198300	protein_coding
19437	-	AC018767.2	ENSG00000260003	lincRNA
4099	-	ALG1L9P	ENSG00000254978	transcribed_unprocessed_pseudogene
37507	+	FMO1	ENSG00000010932	protein_coding
5705	-	LINC01227	ENSG00000260737	lincRNA
258	+	RN7SL644P	ENSG00000264313	misc_RNA
151134	+	CDK8	ENSG00000132964	protein_coding
542	+	AC010680.4	ENSG00000271141	lincRNA
3775	+	FP236240.1	ENSG00000276076	protein_coding
1336	+	AL160237.3	ENSG00000270618	unprocessed_pseudogene
1246	-	AC024884.2	ENSG00000276272	lincRNA
748	-	AC022467.1	ENSG00000274654	sense_intronic
211	-	RNU2-22P	ENSG00000223198	snRNA
10331	+	AL133516.1	ENSG00000282564	lincRNA
1560	-	AP001625.2	ENSG00000235772	antisense_RNA
24624	+	CHST7	ENSG00000147119	protein_coding
1807	-	LINC00951	ENSG00000204092	lincRNA
29984	-	COL8A2	ENSG00000171812	protein_coding
606	+	AL356475.1	ENSG00000232959	antisense_RNA
537	-	MTND1P26	ENSG00000234576	unprocessed_pseudogene
7693	-	AC093835.1	ENSG00000251298	antisense_RNA
60413	-	AC090987.1	ENSG00000253656	lincRNA
579	-	AC009075.1	ENSG00000261673	lincRNA
13171	-	FAM238C	ENSG00000283709	transcribed_unprocessed_pseudogene
9262	-	IDI1	ENSG00000067064	protein_coding
711	-	PHKG1P4	ENSG00000229508	unprocessed_pseudogene
15176	+	ARL14EP	ENSG00000152219	protein_coding
11680	+	VASN	ENSG00000168140	protein_coding
1286	+	KRT18P10	ENSG00000214207	processed_pseudogene
31252	-	SLC43A1	ENSG00000149150	protein_coding
71220	-	ERCC8	ENSG00000049167	protein_coding
189	-	SNORD3J	ENSG00000221400	snoRNA
458	-	AC023424.1	ENSG00000240669	processed_pseudogene
997	-	KHDC1P1	ENSG00000251360	transcribed_unprocessed_pseudogene
36377	+	RNF32	ENSG00000105982	protein_coding
14409	+	FP565260.5	ENSG00000279687	antisense_RNA
1148	-	VMO1	ENSG00000182853	protein_coding
2225	-	AC073072.1	ENSG00000179428	antisense_RNA
534	+	AC067852.7	ENSG00000280183	TEC
102	+	RNU6-162P	ENSG00000252037	snRNA
3011	-	FAM90A22P	ENSG00000215365	unprocessed_pseudogene
7252	+	PHOSPHO2	ENSG00000144362	protein_coding
2435	-	AC012146.3	ENSG00000262693	antisense_RNA
296	-	RN7SL559P	ENSG00000240750	misc_RNA
110530	-	ARHGEF11	ENSG00000132694	protein_coding
73	-	RNU7-156P	ENSG00000253023	snRNA
30461	+	BRSK1	ENSG00000160469	protein_coding
33503	+	ACAD9	ENSG00000177646	protein_coding
35988	-	AL132780.3	ENSG00000259132	protein_coding
1042	+	AC099552.3	ENSG00000228521	lincRNA
17894	+	CD33	ENSG00000105383	protein_coding
245	-	SNAP23P1	ENSG00000230758	processed_pseudogene
106	+	RNU6-54P	ENSG00000202433	snRNA
3085	+	AL359385.1	ENSG00000231398	processed_pseudogene
129	-	SNORA1	ENSG00000206834	snoRNA
377	+	RPL32P14	ENSG00000242654	processed_pseudogene
3528	-	AC107398.2	ENSG00000248254	antisense_RNA
56540	+	UCHL3	ENSG00000118939	protein_coding
21677	+	ALX1	ENSG00000180318	protein_coding
357	+	AL161747.1	ENSG00000241035	processed_pseudogene
573	-	OR7E110P	ENSG00000235623	unprocessed_pseudogene
1191	+	AL731892.1	ENSG00000238145	processed_pseudogene
215	+	AL158209.2	ENSG00000278650	unprocessed_pseudogene
115	+	RNA5SP109	ENSG00000212312	rRNA
1362	-	AP001330.2	ENSG00000253679	lincRNA
40624	+	MIOS	ENSG00000164654	protein_coding
22918	+	WEE2	ENSG00000214102	protein_coding
22989	-	TGFB3	ENSG00000119699	protein_coding
9183	+	AP000936.1	ENSG00000224077	antisense_RNA
6956	-	LCMT2	ENSG00000168806	protein_coding
28318	-	LINC01801	ENSG00000267767	lincRNA
